occurrenceID;eventID ;basisOfRecord;collectionCode;lifeStage;occurrenceStatus;occurrenceRemarks;recordedBy;individualCount;sex;behavior;scientificName;vernacularName;kingdom;phylum;class;order;nomenclaturalCode;taxonRank
INBO:MEETNET:OCC:0002144;INBO:MEETNET:EVENT:000975;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;egg laying;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002145;INBO:MEETNET:EVENT:000975;HumanObservation;meetnetten;exuviae;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002146;INBO:MEETNET:EVENT:000975;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;15;unknown;present;Ceriagrion tenellum;Koraaljuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002135;INBO:MEETNET:EVENT:000975;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;75;unknown;present;Lestes sponsa;Gewone pantserjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002136;INBO:MEETNET:EVENT:000975;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;100;unknown;present;Lestes virens;Tengere pantserjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002137;INBO:MEETNET:EVENT:000975;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;male;present;Anax imperator;Grote keizerlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002138;INBO:MEETNET:EVENT:000975;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;3;unknown;present;Anax imperator;Grote keizerlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002139;INBO:MEETNET:EVENT:000975;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002140;INBO:MEETNET:EVENT:000975;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002216;INBO:MEETNET:EVENT:001045;HumanObservation;meetnetten;imago;present;target species;https://meetnetten.be;2;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002217;INBO:MEETNET:EVENT:001045;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002218;INBO:MEETNET:EVENT:001045;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002219;INBO:MEETNET:EVENT:001045;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002220;INBO:MEETNET:EVENT:001045;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;copula;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002221;INBO:MEETNET:EVENT:001045;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;egg laying;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002222;INBO:MEETNET:EVENT:001045;HumanObservation;meetnetten;exuviae;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002223;INBO:MEETNET:EVENT:001047;HumanObservation;meetnetten;imago;present;target species;https://meetnetten.be;1;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002224;INBO:MEETNET:EVENT:001047;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002225;INBO:MEETNET:EVENT:001047;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002226;INBO:MEETNET:EVENT:001047;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002227;INBO:MEETNET:EVENT:001047;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;copula;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002228;INBO:MEETNET:EVENT:001047;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;egg laying;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002229;INBO:MEETNET:EVENT:001047;HumanObservation;meetnetten;exuviae;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002230;INBO:MEETNET:EVENT:001049;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002231;INBO:MEETNET:EVENT:001049;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002232;INBO:MEETNET:EVENT:001049;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002233;INBO:MEETNET:EVENT:001049;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002234;INBO:MEETNET:EVENT:001049;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;copula;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002235;INBO:MEETNET:EVENT:001049;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;egg laying;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002236;INBO:MEETNET:EVENT:001049;HumanObservation;meetnetten;exuviae;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002237;INBO:MEETNET:EVENT:001051;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002238;INBO:MEETNET:EVENT:001051;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002239;INBO:MEETNET:EVENT:001051;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002240;INBO:MEETNET:EVENT:001051;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002241;INBO:MEETNET:EVENT:001051;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;copula;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002242;INBO:MEETNET:EVENT:001051;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;egg laying;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002243;INBO:MEETNET:EVENT:001051;HumanObservation;meetnetten;exuviae;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002244;INBO:MEETNET:EVENT:001053;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002245;INBO:MEETNET:EVENT:001053;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002246;INBO:MEETNET:EVENT:001053;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002247;INBO:MEETNET:EVENT:001053;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002248;INBO:MEETNET:EVENT:001053;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;copula;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002249;INBO:MEETNET:EVENT:001053;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;egg laying;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002250;INBO:MEETNET:EVENT:001053;HumanObservation;meetnetten;exuviae;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002256;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;male;present;Cordulia aenea;Smaragdlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002257;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;male;present;Erythromma najas;Grote roodoogjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002258;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;male;present;Somatochlora metallica;Metaalglanslibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002259;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;female;present;Somatochlora metallica;Metaalglanslibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002260;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;unknown;copula;Ischnura elegans;Lantaarntje;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002261;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Aeshna isoceles;Vroege glazenmaker;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002268;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;egg laying;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002269;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;exuviae;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002270;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;10;unknown;present;Libellula quadrimaculata;Viervlek;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002271;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;10;unknown;present;Coenagrion puella;Azuurwaterjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002272;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Orthetrum cancellatum;Gewone oeverlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002273;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;female;present;Orthetrum cancellatum;Gewone oeverlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002262;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Anax imperator;Grote keizerlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002263;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;imago;present;target species;https://meetnetten.be;2;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002264;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002265;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002266;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002267;INBO:MEETNET:EVENT:001073;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;copula;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002436;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;5;male;present;Orthetrum coerulescens;Beekoeverlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002437;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;unknown;present;Orthetrum coerulescens;Beekoeverlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002438;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;unknown;copula;Orthetrum coerulescens;Beekoeverlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002439;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;male;present;Platycnemis pennipes;Blauwe breedscheenjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002440;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;male;present;Aeshna isoceles;Vroege glazenmaker;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002441;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Anax imperator;Grote keizerlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002448;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;exuviae;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002449;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;20;unknown;present;Libellula quadrimaculata;Viervlek;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002450;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;10;unknown;present;Coenagrion puella;Azuurwaterjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002451;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;10;male;present;Orthetrum cancellatum;Gewone oeverlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002466;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Brachytron pratense;Glassnijder;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002467;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;male;present;Ceriagrion tenellum;Koraaljuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002442;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;imago;present;target species;https://meetnetten.be;2;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002443;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002444;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002445;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002446;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;copula;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002447;INBO:MEETNET:EVENT:001185;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;egg laying;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002468;INBO:MEETNET:EVENT:001189;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Anax imperator;Grote keizerlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002469;INBO:MEETNET:EVENT:001189;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Brachytron pratense;Glassnijder;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002470;INBO:MEETNET:EVENT:001189;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Aeshna isoceles;Vroege glazenmaker;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002471;INBO:MEETNET:EVENT:001189;HumanObservation;meetnetten;imago;present;target species;https://meetnetten.be;1;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002472;INBO:MEETNET:EVENT:001189;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002473;INBO:MEETNET:EVENT:001189;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002474;INBO:MEETNET:EVENT:001189;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002475;INBO:MEETNET:EVENT:001189;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;copula;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002476;INBO:MEETNET:EVENT:001189;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;egg laying;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002477;INBO:MEETNET:EVENT:001189;HumanObservation;meetnetten;exuviae;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002478;INBO:MEETNET:EVENT:001189;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Leucorrhinia rubicunda;Noordse witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002479;INBO:MEETNET:EVENT:001191;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002480;INBO:MEETNET:EVENT:001191;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002481;INBO:MEETNET:EVENT:001191;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002482;INBO:MEETNET:EVENT:001191;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002483;INBO:MEETNET:EVENT:001191;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;copula;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002484;INBO:MEETNET:EVENT:001191;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;egg laying;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002485;INBO:MEETNET:EVENT:001191;HumanObservation;meetnetten;exuviae;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002489;INBO:MEETNET:EVENT:001195;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;3;male;present;Orthetrum coerulescens;Beekoeverlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002490;INBO:MEETNET:EVENT:001195;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;3;male;present;Cordulia aenea;Smaragdlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002491;INBO:MEETNET:EVENT:001195;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;5;male;present;Platycnemis pennipes;Blauwe breedscheenjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002492;INBO:MEETNET:EVENT:001195;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;5;male;present;Erythromma najas;Grote roodoogjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002493;INBO:MEETNET:EVENT:001195;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Leucorrhinia rubicunda;Noordse witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002494;INBO:MEETNET:EVENT:001195;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;10;unknown;present;Ischnura elegans;Lantaarntje;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002507;INBO:MEETNET:EVENT:001195;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;5;male;present;Coenagrion puella;Azuurwaterjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0002508;INBO:MEETNET:EVENT:001195;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;male;present;Coenagrion pulchellum;Variabele waterjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
