occurrenceID;eventID ;basisOfRecord;collectionCode;lifeStage;occurrenceStatus;occurrenceRemarks;recordedBy;individualCount;sex;behavior;scientificName;vernacularName;kingdom;phylum;class;order;nomenclaturalCode;taxonRank
INBO:MEETNET:OCC:0001672;INBO:MEETNET:EVENT:000794;HumanObservation;meetnetten;imago;present;target species;https://meetnetten.be;12;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001673;INBO:MEETNET:EVENT:000794;HumanObservation;meetnetten;imago;present;target species;https://meetnetten.be;2;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001674;INBO:MEETNET:EVENT:000794;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001675;INBO:MEETNET:EVENT:000794;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001676;INBO:MEETNET:EVENT:000794;HumanObservation;meetnetten;imago;present;target species;https://meetnetten.be;2;unknown;copula;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001677;INBO:MEETNET:EVENT:000794;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;egg laying;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001682;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;100;unknown;present;Cordulia aenea;Smaragdlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001683;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;unknown;present;Orthetrum coerulescens;Beekoeverlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001684;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;10;male;present;Enallagma cyathigerum;Watersnuffel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001685;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;50;unknown;present;Pyrrhosoma nymphula;Vuurjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001686;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;100;male;present;Erythromma najas;Grote roodoogjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001687;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;50;unknown;copula;Erythromma najas;Grote roodoogjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001700;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;10;unknown;present;Ceriagrion tenellum;Koraaljuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001701;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;4;unknown;present;Libellula depressa;Platbuik;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001702;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;111;unknown;present;Libellula quadrimaculata;Viervlek;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001703;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;250;unknown;present;Coenagrion puella;Azuurwaterjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001704;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;unknown;present;Orthetrum cancellatum;Gewone oeverlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001694;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001695;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001696;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001697;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;copula;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001698;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;egg laying;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001699;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;exuviae;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001688;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Sympecma fusca;Bruine winterjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001689;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;100;male;present;Ischnura elegans;Lantaarntje;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001690;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;15;unknown;present;Aeshna isoceles;Vroege glazenmaker;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001691;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;4;male;present;Anax imperator;Grote keizerlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001692;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;male;present;Brachytron pratense;Glassnijder;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001693;INBO:MEETNET:EVENT:000796;HumanObservation;meetnetten;imago;present;target species;https://meetnetten.be;3;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001705;INBO:MEETNET:EVENT:000798;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;25;unknown;present;Cordulia aenea;Smaragdlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001706;INBO:MEETNET:EVENT:000798;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;50;male;present;Pyrrhosoma nymphula;Vuurjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001707;INBO:MEETNET:EVENT:000798;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;10;male;present;Erythromma najas;Grote roodoogjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001708;INBO:MEETNET:EVENT:000798;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;5;male;present;Anax imperator;Grote keizerlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001681;INBO:MEETNET:EVENT:000794;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Calopteryx splendens;Weidebeekjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001680;INBO:MEETNET:EVENT:000794;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;50;unknown;present;Coenagrion puella;Azuurwaterjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001679;INBO:MEETNET:EVENT:000794;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;65;unknown;present;Libellula quadrimaculata;Viervlek;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001678;INBO:MEETNET:EVENT:000794;HumanObservation;meetnetten;exuviae;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001671;INBO:MEETNET:EVENT:000794;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;male;present;Leucorrhinia dubia;Venwitsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001670;INBO:MEETNET:EVENT:000794;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;unknown;present;Brachytron pratense;Glassnijder;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001669;INBO:MEETNET:EVENT:000794;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;3;unknown;present;Anax imperator;Grote keizerlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001668;INBO:MEETNET:EVENT:000794;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;50;unknown;present;Lestes sponsa;Gewone pantserjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001667;INBO:MEETNET:EVENT:000794;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;400;unknown;present;Enallagma cyathigerum;Watersnuffel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001666;INBO:MEETNET:EVENT:000794;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;23;unknown;present;Cordulia aenea;Smaragdlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001638;INBO:MEETNET:EVENT:000770;HumanObservation;meetnetten;exuviae;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001637;INBO:MEETNET:EVENT:000770;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;egg laying;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001636;INBO:MEETNET:EVENT:000770;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;copula;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001635;INBO:MEETNET:EVENT:000770;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001634;INBO:MEETNET:EVENT:000770;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001633;INBO:MEETNET:EVENT:000770;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001632;INBO:MEETNET:EVENT:000770;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001631;INBO:MEETNET:EVENT:000768;HumanObservation;meetnetten;exuviae;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001630;INBO:MEETNET:EVENT:000768;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;egg laying;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001629;INBO:MEETNET:EVENT:000768;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;copula;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001628;INBO:MEETNET:EVENT:000768;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001627;INBO:MEETNET:EVENT:000768;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001626;INBO:MEETNET:EVENT:000768;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001625;INBO:MEETNET:EVENT:000768;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001709;INBO:MEETNET:EVENT:000798;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;15;male;present;Leucorrhinia dubia;Venwitsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001710;INBO:MEETNET:EVENT:000798;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001717;INBO:MEETNET:EVENT:000798;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;50;unknown;present;Libellula quadrimaculata;Viervlek;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001718;INBO:MEETNET:EVENT:000798;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;150;male;present;Coenagrion puella;Azuurwaterjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001719;INBO:MEETNET:EVENT:000798;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;male;present;Orthetrum cancellatum;Gewone oeverlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001711;INBO:MEETNET:EVENT:000798;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001712;INBO:MEETNET:EVENT:000798;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001713;INBO:MEETNET:EVENT:000798;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001714;INBO:MEETNET:EVENT:000798;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;copula;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001715;INBO:MEETNET:EVENT:000798;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;egg laying;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001716;INBO:MEETNET:EVENT:000798;HumanObservation;meetnetten;exuviae;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001720;INBO:MEETNET:EVENT:000800;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;5;male;present;Cordulia aenea;Smaragdlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001721;INBO:MEETNET:EVENT:000800;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;male;present;Enallagma cyathigerum;Watersnuffel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001722;INBO:MEETNET:EVENT:000800;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;3;male;present;Pyrrhosoma nymphula;Vuurjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001723;INBO:MEETNET:EVENT:000800;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;male;present;Ischnura elegans;Lantaarntje;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001724;INBO:MEETNET:EVENT:000800;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001725;INBO:MEETNET:EVENT:000800;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001732;INBO:MEETNET:EVENT:000800;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;10;male;present;Libellula quadrimaculata;Viervlek;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001733;INBO:MEETNET:EVENT:000800;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;100;male;present;Coenagrion puella;Azuurwaterjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001726;INBO:MEETNET:EVENT:000800;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001727;INBO:MEETNET:EVENT:000800;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001728;INBO:MEETNET:EVENT:000800;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;copula;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001729;INBO:MEETNET:EVENT:000800;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;egg laying;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001730;INBO:MEETNET:EVENT:000800;HumanObservation;meetnetten;exuviae;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001731;INBO:MEETNET:EVENT:000800;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Leucorrhinia rubicunda;Noordse witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001734;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;male;present;Orthetrum coerulescens;Beekoeverlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001735;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;10;male;present;Cordulia aenea;Smaragdlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001736;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Enallagma cyathigerum;Watersnuffel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001737;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Pyrrhosoma nymphula;Vuurjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001738;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Sympecma fusca;Bruine winterjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001739;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Ischnura elegans;Lantaarntje;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001752;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;10;unknown;copula;Coenagrion hastulatum;Speerwaterjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001753;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;30;male;present;Libellula quadrimaculata;Viervlek;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001754;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;1;male;present;Coenagrion puella;Azuurwaterjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001746;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001747;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;copula;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001748;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;egg laying;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001749;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;exuviae;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001750;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;50;male;present;Ceriagrion tenellum;Koraaljuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001751;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;80;male;present;Coenagrion hastulatum;Speerwaterjuffer;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001740;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;male;present;Anax imperator;Grote keizerlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001741;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;50;male;present;Leucorrhinia dubia;Venwitsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001742;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;present;casual observation;https://meetnetten.be;2;unknown;copula;Leucorrhinia dubia;Venwitsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001743;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001744;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001745;INBO:MEETNET:EVENT:000802;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001799;INBO:MEETNET:EVENT:000829;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;male;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001800;INBO:MEETNET:EVENT:000829;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;female;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001801;INBO:MEETNET:EVENT:000829;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
INBO:MEETNET:OCC:0001802;INBO:MEETNET:EVENT:000829;HumanObservation;meetnetten;imago;absent;target species;https://meetnetten.be;0;unknown;present;Leucorrhinia pectoralis;Gevlekte witsnuitlibel;Animalia;Arthropoda;Insecta;Odonata;ICZN;species
