type;language;license;rightsHolder;accessRights;datasetID;datasetName;institutionCode;parentEventID;informationWithheld;dataGeneralizations;eventID;samplingProtocol;eventDate;eventRemarks;locationID;continent;countryCode;locality;georeferenceRemarks;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;geodeticDatum
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000053;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:000428;dragonfly population count;2016-05-21;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002732;Europe;BE;Zwart water ven ten noorden;coordinates are centroid of used grid square;51.39017;4.94031;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001028;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:006445;dragonfly population count;2017-04-30;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002732;Europe;BE;Zwart water ven ten noorden;coordinates are centroid of used grid square;51.39017;4.94031;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001068;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:006676;dragonfly population count;2017-05-09;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002732;Europe;BE;Zwart water ven ten noorden;coordinates are centroid of used grid square;51.39017;4.94031;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001073;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:006686;dragonfly population count;2017-05-10;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002733;Europe;BE;Kalmthoutse Heide Pluisven;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000073;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:000564;dragonfly population count;2016-05-28;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002733;Europe;BE;Kalmthoutse Heide Pluisven;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000038;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:000244;dragonfly population count;2016-05-13;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002733;Europe;BE;Kalmthoutse Heide Pluisven;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000023;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:000117;dragonfly population count;2016-05-06;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002733;Europe;BE;Kalmthoutse Heide Pluisven;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000035;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:000231;dragonfly population count;2016-05-11;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002734;Europe;BE;Klein Schietveld noord;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000069;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:000526;dragonfly population count;2016-05-27;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002734;Europe;BE;Klein Schietveld noord;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000040;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:000246;dragonfly population count;2016-05-13;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002734;Europe;BE;Klein Schietveld noord;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000024;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:000118;dragonfly population count;2016-05-06;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002734;Europe;BE;Klein Schietveld noord;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000039;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:000245;dragonfly population count;2016-05-13;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002735;Europe;BE;Klein Schietveld midden;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000054;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:000430;dragonfly population count;2016-05-11;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002735;Europe;BE;Klein Schietveld midden;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000070;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:000528;dragonfly population count;2016-05-27;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002735;Europe;BE;Klein Schietveld midden;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000025;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:000119;dragonfly population count;2016-05-06;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002735;Europe;BE;Klein Schietveld midden;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001074;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:006687;dragonfly population count;2017-05-10;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002735;Europe;BE;Klein Schietveld midden;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001055;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:006615;dragonfly population count;2017-05-06;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002736;Europe;BE;Groot Schietveld midden;coordinates are centroid of used grid square;51.30662;4.50636;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000019;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:000075;dragonfly population count;2016-05-05;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002736;Europe;BE;Groot Schietveld midden;coordinates are centroid of used grid square;51.30662;4.50636;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000056;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:000433;dragonfly population count;2016-05-26;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002736;Europe;BE;Groot Schietveld midden;coordinates are centroid of used grid square;51.30662;4.50636;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000594;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:003968;dragonfly population count;2016-07-04;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002737;Europe;BE;Wortel Kolonie;coordinates are centroid of used grid square;51.41436;4.83347;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000203;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:001242;dragonfly population count;2016-07-04;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002739;Europe;BE;Langdonken 1;coordinates are centroid of used grid square;51.00879;4.88871;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000204;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:001244;dragonfly population count;2016-07-04;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002740;Europe;BE;Langdonken 2;coordinates are centroid of used grid square;51.00879;4.88871;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000578;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:003930;dragonfly population count;2016-06-19;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002747;Europe;BE;Sluisbeemden;coordinates are centroid of used grid square;50.90982;5.38260;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000281;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:001671;dragonfly population count;2016-06-14;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002748;Europe;BE;Vallei van de zijpbeek slaaphuis;coordinates are centroid of used grid square;50.94858;5.66935;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000282;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:001673;dragonfly population count;2016-06-22;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002748;Europe;BE;Vallei van de zijpbeek slaaphuis;coordinates are centroid of used grid square;50.94858;5.66935;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000286;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:001681;dragonfly population count;2016-06-11;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002751;Europe;BE;Turfven;coordinates are centroid of used grid square;51.04159;5.53202;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000284;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:001677;dragonfly population count;2016-06-11;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002752;Europe;BE;Kleine Ruiterskuilen;coordinates are centroid of used grid square;51.04159;5.53202;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000591;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:003962;dragonfly population count;2016-06-19;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002753;Europe;BE;Tenhaagdoornheide;coordinates are centroid of used grid square;50.99967;5.38720;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000588;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:003956;dragonfly population count;2016-06-07;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002753;Europe;BE;Tenhaagdoornheide;coordinates are centroid of used grid square;50.99967;5.38720;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000589;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:003958;dragonfly population count;2016-06-07;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002754;Europe;BE;Tenhaagdoornheide Huttebeek Hellebroekvijvers;coordinates are centroid of used grid square;51.04311;5.46077;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000590;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:003960;dragonfly population count;2016-06-19;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002754;Europe;BE;Tenhaagdoornheide Huttebeek Hellebroekvijvers;coordinates are centroid of used grid square;51.04311;5.46077;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000252;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:001324;dragonfly population count;2016-06-14;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002755;Europe;BE;Asbeek;coordinates are centroid of used grid square;50.90527;5.59574;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000253;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:001326;dragonfly population count;2016-06-22;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002755;Europe;BE;Asbeek;coordinates are centroid of used grid square;50.90527;5.59574;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000210;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:001256;dragonfly population count;2016-06-28;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002756;Europe;BE;Wijvenheide noord;coordinates are centroid of used grid square;51.00110;5.31600;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000212;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:001260;dragonfly population count;2016-06-28;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002757;Europe;BE;Laambeekvallei oost;coordinates are centroid of used grid square;51.00110;5.31600;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000209;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:001254;dragonfly population count;2016-06-28;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002758;Europe;BE;Kolberg Zonderik west;coordinates are centroid of used grid square;50.95617;5.31377;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000208;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:001252;dragonfly population count;2016-06-28;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002759;Europe;BE;Kolberg Zonderik oost;coordinates are centroid of used grid square;50.95617;5.31377;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000211;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:001258;dragonfly population count;2016-06-28;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002760;Europe;BE;Laambeekvallei Vijvers Terlaemen;coordinates are centroid of used grid square;51.00110;5.31600;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000285;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:001679;dragonfly population count;2016-06-11;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002761;Europe;BE;Teut Grootven;coordinates are centroid of used grid square;50.99967;5.38720;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000974;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:006148;dragonfly population count;2017-04-09;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:004152;Europe;BE;Groot Schietveld noord;coordinates are centroid of used grid square;51.39457;4.65300;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000020;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:003931;dragonfly population count;2016-05-05;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:004152;Europe;BE;Groot Schietveld noord;coordinates are centroid of used grid square;51.39457;4.65300;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:000057;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:003932;dragonfly population count;2016-05-26;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:004152;Europe;BE;Groot Schietveld noord;coordinates are centroid of used grid square;51.39457;4.65300;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001063;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:006652;dragonfly population count;2017-05-06;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:004152;Europe;BE;Groot Schietveld noord;coordinates are centroid of used grid square;51.39457;4.65300;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001064;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:006653;dragonfly population count;2017-04-30;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:004152;Europe;BE;Groot Schietveld noord;coordinates are centroid of used grid square;51.39457;4.65300;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001741;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:010538;dragonfly population count;2017-08-07;data collected in the Kempense heidelibel project;INBO:MEETNET:LOCATION:002725;Europe;BE;Hageven noord Stenen brug;coordinates are centroid of used grid square;51.26920;5.40115;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001804;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:011154;dragonfly population count;2017-08-16;data collected in the Kempense heidelibel project;INBO:MEETNET:LOCATION:002726;Europe;BE;Hageven Hageven;coordinates are centroid of used grid square;51.26920;5.40115;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001740;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:010537;dragonfly population count;2017-08-07;data collected in the Kempense heidelibel project;INBO:MEETNET:LOCATION:002726;Europe;BE;Hageven Hageven;coordinates are centroid of used grid square;51.26920;5.40115;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:002389;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:014036;dragonfly population count;2017-08-13;data collected in the Kempense heidelibel project;INBO:MEETNET:LOCATION:002727;Europe;BE;Wijvenheide noord;coordinates are centroid of used grid square;51.00110;5.31600;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:002390;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:014037;dragonfly population count;2017-09-02;data collected in the Kempense heidelibel project;INBO:MEETNET:LOCATION:002727;Europe;BE;Wijvenheide noord;coordinates are centroid of used grid square;51.00110;5.31600;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:002398;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:014045;dragonfly population count;2017-08-25;data collected in the Kempense heidelibel project;INBO:MEETNET:LOCATION:002727;Europe;BE;Wijvenheide noord;coordinates are centroid of used grid square;51.00110;5.31600;3536;WGS84
