type;language;license;rightsHolder;accessRights;datasetID;datasetName;institutionCode;parentEventID;informationWithheld;dataGeneralizations;eventID;samplingProtocol;eventDate;eventRemarks;locationID;continent;countryCode;locality;georeferenceRemarks;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;geodeticDatum
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:002385;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:014032;dragonfly population count;2017-08-13;data collected in the Kempense heidelibel project;INBO:MEETNET:LOCATION:002728;Europe;BE;Wijvenheide zuid;coordinates are centroid of used grid square;51.00110;5.31600;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:002395;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:014042;dragonfly population count;2017-08-25;data collected in the Kempense heidelibel project;INBO:MEETNET:LOCATION:002728;Europe;BE;Wijvenheide zuid;coordinates are centroid of used grid square;51.00110;5.31600;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:002391;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:014038;dragonfly population count;2017-09-02;data collected in the Kempense heidelibel project;INBO:MEETNET:LOCATION:002728;Europe;BE;Wijvenheide zuid;coordinates are centroid of used grid square;51.00110;5.31600;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:002392;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:014039;dragonfly population count;2017-09-02;data collected in the Kempense heidelibel project;INBO:MEETNET:LOCATION:002729;Europe;BE;Platwijers grote wijer;coordinates are centroid of used grid square;50.95617;5.31377;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:002396;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:014043;dragonfly population count;2017-08-25;data collected in the Kempense heidelibel project;INBO:MEETNET:LOCATION:002729;Europe;BE;Platwijers grote wijer;coordinates are centroid of used grid square;50.95617;5.31377;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:002388;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:014035;dragonfly population count;2017-08-22;data collected in the Kempense heidelibel project;INBO:MEETNET:LOCATION:002729;Europe;BE;Platwijers grote wijer;coordinates are centroid of used grid square;50.95617;5.31377;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:011615;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:054329;dragonfly population count;2018-05-07;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002731;Europe;BE;Kleine Ruiterskuilen;coordinates are centroid of used grid square;51.01990;5.49519;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:011671;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:054627;dragonfly population count;2018-05-15;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002731;Europe;BE;Kleine Ruiterskuilen;coordinates are centroid of used grid square;51.01990;5.49519;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001076;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:006689;dragonfly population count;2017-05-10;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002731;Europe;BE;Kleine Ruiterskuilen;coordinates are centroid of used grid square;51.01990;5.49519;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001193;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:007446;dragonfly population count;2017-05-26;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002731;Europe;BE;Kleine Ruiterskuilen;coordinates are centroid of used grid square;51.01990;5.49519;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001194;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:007447;dragonfly population count;2017-05-24;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002731;Europe;BE;Kleine Ruiterskuilen;coordinates are centroid of used grid square;51.01990;5.49519;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001110;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:006882;dragonfly population count;2017-05-17;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002732;Europe;BE;Zwart water ven ten noorden;coordinates are centroid of used grid square;51.39017;4.94031;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:011702;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:054846;dragonfly population count;2018-05-21;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002732;Europe;BE;Zwart water ven ten noorden;coordinates are centroid of used grid square;51.39017;4.94031;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:011601;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:054265;dragonfly population count;2018-05-05;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002732;Europe;BE;Zwart water ven ten noorden;coordinates are centroid of used grid square;51.39017;4.94031;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:011618;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:054337;dragonfly population count;2018-05-06;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002733;Europe;BE;Kalmthoutse Heide Pluisven;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:011719;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:054898;dragonfly population count;2018-05-20;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002733;Europe;BE;Kalmthoutse Heide Pluisven;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001135;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:006999;dragonfly population count;2017-05-20;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002733;Europe;BE;Kalmthoutse Heide Pluisven;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001075;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:006688;dragonfly population count;2017-05-10;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002734;Europe;BE;Klein Schietveld noord;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001126;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:006951;dragonfly population count;2017-05-17;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002734;Europe;BE;Klein Schietveld noord;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:011721;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:054900;dragonfly population count;2018-05-20;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002734;Europe;BE;Klein Schietveld noord;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:011616;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:054330;dragonfly population count;2018-05-07;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002734;Europe;BE;Klein Schietveld noord;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:011619;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:054338;dragonfly population count;2018-05-07;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002735;Europe;BE;Klein Schietveld midden;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:011720;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:054899;dragonfly population count;2018-05-20;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002735;Europe;BE;Klein Schietveld midden;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:025202;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:188684;dragonfly population count;2018-04-23;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002735;Europe;BE;Klein Schietveld midden;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001125;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:006950;dragonfly population count;2017-05-17;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002735;Europe;BE;Klein Schietveld midden;coordinates are centroid of used grid square;51.39651;4.50931;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001185;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:007385;dragonfly population count;2017-05-25;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002736;Europe;BE;Groot Schietveld midden;coordinates are centroid of used grid square;51.30662;4.50636;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:025201;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:188683;dragonfly population count;2018-05-26;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002736;Europe;BE;Groot Schietveld midden;coordinates are centroid of used grid square;51.30662;4.50636;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:011598;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 10km grid;INBO:MEETNET:EVENT:054238;dragonfly population count;2018-05-05;data collected in the Maanwaterjuffer project;INBO:MEETNET:LOCATION:002736;Europe;BE;Groot Schietveld midden;coordinates are centroid of used grid square;51.30662;4.50636;7071;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:025218;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:188758;dragonfly population count;2018-06-04;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002737;Europe;BE;Wortel Kolonie;coordinates are centroid of used grid square;51.41436;4.83347;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:011670;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:054626;dragonfly population count;2018-05-15;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002737;Europe;BE;Wortel Kolonie;coordinates are centroid of used grid square;51.41436;4.83347;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001342;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:007965;dragonfly population count;2017-06-01;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002737;Europe;BE;Wortel Kolonie;coordinates are centroid of used grid square;51.41436;4.83347;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001427;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:008409;dragonfly population count;2017-05-29;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002737;Europe;BE;Wortel Kolonie;coordinates are centroid of used grid square;51.41436;4.83347;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001428;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:008410;dragonfly population count;2017-06-10;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002737;Europe;BE;Wortel Kolonie;coordinates are centroid of used grid square;51.41436;4.83347;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001436;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:008448;dragonfly population count;2017-06-30;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002738;Europe;BE;Catselt;coordinates are centroid of used grid square;51.00640;5.03116;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001254;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:007696;dragonfly population count;2017-06-08;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002738;Europe;BE;Catselt;coordinates are centroid of used grid square;51.00640;5.03116;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:025221;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:188761;dragonfly population count;2018-05-28;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002738;Europe;BE;Catselt;coordinates are centroid of used grid square;51.00640;5.03116;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:025219;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:188759;dragonfly population count;2018-06-04;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002739;Europe;BE;Langdonken 1;coordinates are centroid of used grid square;51.00879;4.88871;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:011700;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:054844;dragonfly population count;2018-05-21;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002739;Europe;BE;Langdonken 1;coordinates are centroid of used grid square;51.00879;4.88871;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001183;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:007383;dragonfly population count;2017-05-25;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002739;Europe;BE;Langdonken 1;coordinates are centroid of used grid square;51.00879;4.88871;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001304;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:007865;dragonfly population count;2017-06-18;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002739;Europe;BE;Langdonken 1;coordinates are centroid of used grid square;51.00879;4.88871;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001305;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:007866;dragonfly population count;2017-06-18;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002740;Europe;BE;Langdonken 2;coordinates are centroid of used grid square;51.00879;4.88871;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001184;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:007384;dragonfly population count;2017-05-25;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002740;Europe;BE;Langdonken 2;coordinates are centroid of used grid square;51.00879;4.88871;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:011701;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:054845;dragonfly population count;2018-05-21;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002740;Europe;BE;Langdonken 2;coordinates are centroid of used grid square;51.00879;4.88871;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:025220;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:188760;dragonfly population count;2018-06-04;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002740;Europe;BE;Langdonken 2;coordinates are centroid of used grid square;51.00879;4.88871;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:011713;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:054881;dragonfly population count;2018-05-24;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002741;Europe;BE;Grobbendonk Engels Kamp sectie 15;coordinates are centroid of used grid square;51.19077;4.75303;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001253;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:007695;dragonfly population count;2017-05-21;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002741;Europe;BE;Grobbendonk Engels Kamp sectie 15;coordinates are centroid of used grid square;51.19077;4.75303;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001309;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:007870;dragonfly population count;2017-06-18;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002741;Europe;BE;Grobbendonk Engels Kamp sectie 15;coordinates are centroid of used grid square;51.19077;4.75303;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001312;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:007873;dragonfly population count;2017-06-18;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002742;Europe;BE;Tielenkamp;coordinates are centroid of used grid square;51.27841;4.89975;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001313;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:007874;dragonfly population count;2017-06-05;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002742;Europe;BE;Tielenkamp;coordinates are centroid of used grid square;51.27841;4.89975;3536;WGS84
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;https://www.inbo.be/en/norms-data-use;https://doi.org/10.15468/crbudg;Meetnetten.be - Population count for dragonflies in Flanders, Belgium;INBO;INBO:MEETNET:VISITID:001330;original locations available upon request;coordinates are generalized from a POLYGON to a UTM 5km grid;INBO:MEETNET:EVENT:007923;dragonfly population count;2017-06-14;data collected in the Gevlekte witsnuitlibel project;INBO:MEETNET:LOCATION:002742;Europe;BE;Tielenkamp;coordinates are centroid of used grid square;51.27841;4.89975;3536;WGS84
